"response","Country","Number","question"
"Much less","Hungary",48.51425485,"Ques__Fossil_moreorless"
"Much less","India",18.87888004,"Ques__Fossil_moreorless"
"Much less","Indonesia",10.31774761,"Ques__Fossil_moreorless"
"Much less","Iraq",8.580634229,"Ques__Fossil_moreorless"
"Much less","Ireland",47.46261643,"Ques__Fossil_moreorless"
"Much less","Israel",33.39283425,"Ques__Fossil_moreorless"
"Much less","Italy",45.4373542,"Ques__Fossil_moreorless"
"Much less","Jamaica",33.34678024,"Ques__Fossil_moreorless"
"Much less","Japan",30.13140096,"Ques__Fossil_moreorless"
"Much less","Jordan",11.38871524,"Ques__Fossil_moreorless"
"Much less","Kenya",21.12001295,"Ques__Fossil_moreorless"
"Much less","Kosovo",35.77292128,"Ques__Fossil_moreorless"
"Much less","Kuwait",9.071030984,"Ques__Fossil_moreorless"
"Much less","Lao.People.s.Democratic.Republic",7.685758673,"Ques__Fossil_moreorless"
"Much less","Lebanon",22.27296274,"Ques__Fossil_moreorless"
"Much less","Libya",7.819380434,"Ques__Fossil_moreorless"
"Much less","Lithuania",41.65917583,"Ques__Fossil_moreorless"
"Much less","Malawi",18.5275638,"Ques__Fossil_moreorless"
"Much less","Malaysia",10.89891693,"Ques__Fossil_moreorless"
"Much less","Mexico",40.55459324,"Ques__Fossil_moreorless"
"Much less","Morocco",12.01383899,"Ques__Fossil_moreorless"
"Much less","Mozambique",4.825466899,"Ques__Fossil_moreorless"
"Much less","Nepal",14.18830326,"Ques__Fossil_moreorless"
"Much less","Netherlands",45.7182021,"Ques__Fossil_moreorless"
"Much less","New.Zealand",36.05893193,"Ques__Fossil_moreorless"
"Much less","Nicaragua",20.00827677,"Ques__Fossil_moreorless"
"Much less","Nigeria",17.431015,"Ques__Fossil_moreorless"
"Much less","North.MAcedonia",33.40593891,"Ques__Fossil_moreorless"
"Much less","Norway",29.01366432,"Ques__Fossil_moreorless"
"Much less","Oman",13.68121495,"Ques__Fossil_moreorless"
"Much less","Pakistan",15.59664669,"Ques__Fossil_moreorless"
"Much less","Panama",26.89653948,"Ques__Fossil_moreorless"
"Much less","Paraguay",25.15767632,"Ques__Fossil_moreorless"
"Much less","Peru",29.90463096,"Ques__Fossil_moreorless"
"Much less","Philippines",12.1190099,"Ques__Fossil_moreorless"
"Much less","Poland",38.7686001,"Ques__Fossil_moreorless"
"Much less","Portugal",42.29327936,"Ques__Fossil_moreorless"
"Much less","Puerto.Rico",42.11845235,"Ques__Fossil_moreorless"
"Much less","Qatar",15.81089495,"Ques__Fossil_moreorless"
"Much less","Romania",18.23003413,"Ques__Fossil_moreorless"
"Much less","Saudi.Arabia",12.70202512,"Ques__Fossil_moreorless"
"Much less","Senegal",8.366580923,"Ques__Fossil_moreorless"
"Much less","Serbia",37.02596688,"Ques__Fossil_moreorless"
"Much less","Singapore",26.94846074,"Ques__Fossil_moreorless"
"Much less","Slovakia",33.84205475,"Ques__Fossil_moreorless"
"Much less","South.Africa",29.86122924,"Ques__Fossil_moreorless"
"Much less","South.Korea",36.58483752,"Ques__Fossil_moreorless"
"Much less","Spain",46.06090205,"Ques__Fossil_moreorless"
"Much less","Sri.Lanka",22.79168783,"Ques__Fossil_moreorless"
"Much less","Sub.Saharan.Africa",14.86534604,"Ques__Fossil_moreorless"
"Much less","Sweden",51.50701388,"Ques__Fossil_moreorless"
"Much less","Switzerland",45.9633568,"Ques__Fossil_moreorless"
"Much less","Taiwan",11.60572875,"Ques__Fossil_moreorless"
"Much less","Tanzania",9.387581211,"Ques__Fossil_moreorless"
"Much less","Thailand",12.39596855,"Ques__Fossil_moreorless"
"Much less","Trinidad.and.Tobago",23.98413676,"Ques__Fossil_moreorless"
"Much less","Tunisia",12.88406334,"Ques__Fossil_moreorless"
"Much less","Turkey",30.48955,"Ques__Fossil_moreorless"
"Much less","United.Arab.Emirates",16.97724589,"Ques__Fossil_moreorless"
"Much less","United.Kingdom",49.7331586,"Ques__Fossil_moreorless"
"Much less","United.States",40.48525052,"Ques__Fossil_moreorless"
"Much less","Uruguay",40.00637827,"Ques__Fossil_moreorless"
"Much less","Uzbekistan",21.88035875,"Ques__Fossil_moreorless"
"Much less","Vietnam",18.30017547,"Ques__Fossil_moreorless"
"Much less","Yemen",8.171400292,"Ques__Fossil_moreorless"
"Much less","Zambia",18.79829527,"Ques__Fossil_moreorless"
"Don’t know","Albania",10.86493999,"Ques__Fossil_moreorless"
"Don’t know","Algeria",20.95759576,"Ques__Fossil_moreorless"
"Don’t know","Angola",10.06500953,"Ques__Fossil_moreorless"
"Don’t know","Argentina",8.640462173,"Ques__Fossil_moreorless"
"Don’t know","Armenia",14.60541706,"Ques__Fossil_moreorless"
"Don’t know","Asian...Pacific.Islands",12.26417772,"Ques__Fossil_moreorless"
"Don’t know","Australia",6.394025222,"Ques__Fossil_moreorless"
"Don’t know","Austria",5.004125284,"Ques__Fossil_moreorless"
"Don’t know","Azerbaijan",13.64311652,"Ques__Fossil_moreorless"
"Don’t know","Bangladesh",11.7562494,"Ques__Fossil_moreorless"
"Don’t know","Belgium",7.516434129,"Ques__Fossil_moreorless"
"Don’t know","Benin",13.722707,"Ques__Fossil_moreorless"
"Don’t know","Bolivia..Plurinational.State.of.",10.05882432,"Ques__Fossil_moreorless"
"Don’t know","Bosnia.and.Herzegovina",9.720126886,"Ques__Fossil_moreorless"
"Don’t know","Botswana",7.337318818,"Ques__Fossil_moreorless"
"Don’t know","Brazil",7.093686693,"Ques__Fossil_moreorless"
"Don’t know","Bulgaria",10.3734868,"Ques__Fossil_moreorless"
"Don’t know","Burkina.Faso",7.712344551,"Ques__Fossil_moreorless"
"Don’t know","Cambodia",13.8973115,"Ques__Fossil_moreorless"
"Don’t know","Cameroon",8.813866218,"Ques__Fossil_moreorless"
"Don’t know","Canada",4.890501722,"Ques__Fossil_moreorless"
"Don’t know","Caribbean",12.2521659,"Ques__Fossil_moreorless"
"Don’t know","Chile",7.559758234,"Ques__Fossil_moreorless"
"Don’t know","Colombia",10.07426631,"Ques__Fossil_moreorless"
"Don’t know","Congo..Democratic.Republic.of.the.",11.57446982,"Ques__Fossil_moreorless"
"Don’t know","Costa.Rica",4.840300752,"Ques__Fossil_moreorless"
"Don’t know","Cote.d.Ivoire",10.36358157,"Ques__Fossil_moreorless"
"Don’t know","Croatia",6.059729738,"Ques__Fossil_moreorless"
"Don’t know","Cyprus",9.323014121,"Ques__Fossil_moreorless"
"Don’t know","Czechia",6.553258926,"Ques__Fossil_moreorless"
"Don’t know","Denmark",4.874784854,"Ques__Fossil_moreorless"
"Don’t know","Dominican.Republic",13.27593058,"Ques__Fossil_moreorless"
"Don’t know","Ecuador",9.098951188,"Ques__Fossil_moreorless"
"Don’t know","Egypt",27.93893623,"Ques__Fossil_moreorless"
"Don’t know","El.Salvador",11.2428757,"Ques__Fossil_moreorless"
"Don’t know","Finland",6.221342219,"Ques__Fossil_moreorless"
"Don’t know","France",8.622395913,"Ques__Fossil_moreorless"
"Don’t know","Germany",5.590716039,"Ques__Fossil_moreorless"
"Don’t know","Ghana",5.679238004,"Ques__Fossil_moreorless"
"Don’t know","Greece",5.577315021,"Ques__Fossil_moreorless"
"Don’t know","Guatemala",13.15247182,"Ques__Fossil_moreorless"
"Don’t know","Haiti",13.56462727,"Ques__Fossil_moreorless"
"Don’t know","Honduras",12.37020476,"Ques__Fossil_moreorless"
"Don’t know","Hong.Kong",10.49282259,"Ques__Fossil_moreorless"
"Don’t know","Hungary",5.31031443,"Ques__Fossil_moreorless"
"Don’t know","India",10.63321516,"Ques__Fossil_moreorless"
"Don’t know","Indonesia",25.96527529,"Ques__Fossil_moreorless"
"Don’t know","Iraq",22.52285824,"Ques__Fossil_moreorless"
"Don’t know","Ireland",3.722898303,"Ques__Fossil_moreorless"
"Don’t know","Israel",14.56762995,"Ques__Fossil_moreorless"
"Don’t know","Italy",9.718152788,"Ques__Fossil_moreorless"
"Don’t know","Jamaica",14.92604761,"Ques__Fossil_moreorless"
"Don’t know","Japan",5.339065602,"Ques__Fossil_moreorless"
"Don’t know","Jordan",24.47006795,"Ques__Fossil_moreorless"
"Don’t know","Kenya",4.395871809,"Ques__Fossil_moreorless"
"Don’t know","Kosovo",18.64975292,"Ques__Fossil_moreorless"
"Don’t know","Kuwait",24.76173411,"Ques__Fossil_moreorless"
"Don’t know","Lao.People.s.Democratic.Republic",17.02571846,"Ques__Fossil_moreorless"
"Don’t know","Lebanon",16.3777052,"Ques__Fossil_moreorless"
"Don’t know","Libya",23.6023204,"Ques__Fossil_moreorless"
"Don’t know","Lithuania",7.219351809,"Ques__Fossil_moreorless"
"Don’t know","Malawi",7.049682407,"Ques__Fossil_moreorless"
"Don’t know","Malaysia",15.61768408,"Ques__Fossil_moreorless"
"Don’t know","Mexico",5.51599803,"Ques__Fossil_moreorless"
"Don’t know","Morocco",16.94715686,"Ques__Fossil_moreorless"
"Don’t know","Mozambique",7.390010498,"Ques__Fossil_moreorless"
"Don’t know","Nepal",9.665156701,"Ques__Fossil_moreorless"
"Don’t know","Netherlands",5.448778549,"Ques__Fossil_moreorless"
"Don’t know","New.Zealand",8.272440325,"Ques__Fossil_moreorless"
"Don’t know","Nicaragua",9.940596631,"Ques__Fossil_moreorless"
"Don’t know","Nigeria",10.07928541,"Ques__Fossil_moreorless"
"Don’t know","North.MAcedonia",9.994380369,"Ques__Fossil_moreorless"
"Don’t know","Norway",5.938862125,"Ques__Fossil_moreorless"
"Don’t know","Oman",14.71853818,"Ques__Fossil_moreorless"
"Don’t know","Pakistan",10.79957396,"Ques__Fossil_moreorless"
"Don’t know","Panama",10.22072739,"Ques__Fossil_moreorless"
"Don’t know","Paraguay",16.42255967,"Ques__Fossil_moreorless"
"Don’t know","Peru",8.00187789,"Ques__Fossil_moreorless"
"Don’t know","Philippines",7.485443802,"Ques__Fossil_moreorless"
"Don’t know","Poland",7.060178774,"Ques__Fossil_moreorless"
"Don’t know","Portugal",7.650272607,"Ques__Fossil_moreorless"
"Don’t know","Puerto.Rico",7.30872493,"Ques__Fossil_moreorless"
"Don’t know","Qatar",21.46521422,"Ques__Fossil_moreorless"
"Don’t know","Romania",11.99003416,"Ques__Fossil_moreorless"
"Don’t know","Saudi.Arabia",18.43188672,"Ques__Fossil_moreorless"
"Don’t know","Senegal",9.67200433,"Ques__Fossil_moreorless"
"Don’t know","Serbia",10.21489475,"Ques__Fossil_moreorless"
"Don’t know","Singapore",6.734110647,"Ques__Fossil_moreorless"
"Don’t know","Slovakia",7.725667029,"Ques__Fossil_moreorless"
"Don’t know","South.Africa",4.579917794,"Ques__Fossil_moreorless"
"Don’t know","South.Korea",4.837632036,"Ques__Fossil_moreorless"
"Don’t know","Spain",5.714384651,"Ques__Fossil_moreorless"
"Don’t know","Sri.Lanka",6.497728629,"Ques__Fossil_moreorless"
"Don’t know","Sub.Saharan.Africa",10.69013377,"Ques__Fossil_moreorless"
"Don’t know","Sweden",6.384621251,"Ques__Fossil_moreorless"
"Don’t know","Switzerland",6.687334118,"Ques__Fossil_moreorless"
"Don’t know","Taiwan",8.604793887,"Ques__Fossil_moreorless"
"Don’t know","Tanzania",13.87869774,"Ques__Fossil_moreorless"
"Don’t know","Thailand",17.41491683,"Ques__Fossil_moreorless"
"Don’t know","Trinidad.and.Tobago",9.824651384,"Ques__Fossil_moreorless"
"Don’t know","Tunisia",19.13529126,"Ques__Fossil_moreorless"
"Don’t know","Turkey",10.40667966,"Ques__Fossil_moreorless"
"Don’t know","United.Arab.Emirates",16.38507561,"Ques__Fossil_moreorless"
"Don’t know","United.Kingdom",5.272008858,"Ques__Fossil_moreorless"
"Don’t know","United.States",6.480078296,"Ques__Fossil_moreorless"
"Don’t know","Uruguay",8.306141445,"Ques__Fossil_moreorless"
"Don’t know","Uzbekistan",12.46511946,"Ques__Fossil_moreorless"
"Don’t know","Vietnam",12.81106456,"Ques__Fossil_moreorless"
"Don’t know","Yemen",22.14646106,"Ques__Fossil_moreorless"
"Don’t know","Zambia",5.722557708,"Ques__Fossil_moreorless"
"Refused","Albania",4.373040607,"Ques__Fossil_moreorless"
"Refused","Algeria",6.323302877,"Ques__Fossil_moreorless"
"Refused","Angola",3.790261405,"Ques__Fossil_moreorless"
"Refused","Argentina",3.626328232,"Ques__Fossil_moreorless"
"Refused","Armenia",2.066045687,"Ques__Fossil_moreorless"
"Refused","Asian...Pacific.Islands",2.458086874,"Ques__Fossil_moreorless"
"Refused","Australia",0.937640624,"Ques__Fossil_moreorless"
"Refused","Austria",1.543638256,"Ques__Fossil_moreorless"
"Refused","Azerbaijan",4.197263137,"Ques__Fossil_moreorless"
"Refused","Bangladesh",5.206279804,"Ques__Fossil_moreorless"
"Refused","Belgium",0.548084915,"Ques__Fossil_moreorless"
"Refused","Benin",3.460095309,"Ques__Fossil_moreorless"
"Refused","Bolivia..Plurinational.State.of.",4.644871033,"Ques__Fossil_moreorless"
"Refused","Bosnia.and.Herzegovina",5.355967876,"Ques__Fossil_moreorless"
"Refused","Botswana",4.761766952,"Ques__Fossil_moreorless"
"Refused","Brazil",7.046472875,"Ques__Fossil_moreorless"
"Refused","Bulgaria",2.027495014,"Ques__Fossil_moreorless"
"Refused","Burkina.Faso",9.626561686,"Ques__Fossil_moreorless"
"Refused","Cambodia",8.454661728,"Ques__Fossil_moreorless"
"Refused","Cameroon",5.986364383,"Ques__Fossil_moreorless"
"Refused","Canada",0.875330375,"Ques__Fossil_moreorless"
"Refused","Caribbean",4.143503367,"Ques__Fossil_moreorless"
"Refused","Chile",3.310992066,"Ques__Fossil_moreorless"
"Refused","Colombia",4.899333096,"Ques__Fossil_moreorless"
"Refused","Congo..Democratic.Republic.of.the.",2.967765568,"Ques__Fossil_moreorless"
"Refused","Costa.Rica",4.466898076,"Ques__Fossil_moreorless"
"Refused","Cote.d.Ivoire",4.917127876,"Ques__Fossil_moreorless"
"Refused","Croatia",2.597792848,"Ques__Fossil_moreorless"
"Refused","Cyprus",1.913509538,"Ques__Fossil_moreorless"
"Refused","Czechia",2.89973052,"Ques__Fossil_moreorless"
"Refused","Denmark",1.195922572,"Ques__Fossil_moreorless"
"Refused","Dominican.Republic",7.532529492,"Ques__Fossil_moreorless"
"Refused","Ecuador",5.177780018,"Ques__Fossil_moreorless"
"Refused","Egypt",5.103576087,"Ques__Fossil_moreorless"
"Refused","El.Salvador",5.046490467,"Ques__Fossil_moreorless"
"Refused","Finland",1.830690012,"Ques__Fossil_moreorless"
"Refused","France",1.633260194,"Ques__Fossil_moreorless"
"Refused","Germany",1.293695944,"Ques__Fossil_moreorless"
"Refused","Ghana",3.868773836,"Ques__Fossil_moreorless"
"Refused","Greece",1.98793759,"Ques__Fossil_moreorless"
"Refused","Guatemala",9.703024708,"Ques__Fossil_moreorless"
"Refused","Haiti",9.387152253,"Ques__Fossil_moreorless"
"Refused","Honduras",8.285872678,"Ques__Fossil_moreorless"
"Refused","Hong.Kong",3.410165331,"Ques__Fossil_moreorless"
"Refused","Hungary",1.915736102,"Ques__Fossil_moreorless"
"Refused","India",8.215493716,"Ques__Fossil_moreorless"
"Refused","Indonesia",3.449928821,"Ques__Fossil_moreorless"
"Refused","Iraq",4.981374922,"Ques__Fossil_moreorless"
"Refused","Ireland",1.631881394,"Ques__Fossil_moreorless"
"Refused","Israel",3.091490177,"Ques__Fossil_moreorless"
"Refused","Italy",3.289843598,"Ques__Fossil_moreorless"
"Refused","Jamaica",4.483290805,"Ques__Fossil_moreorless"
"Refused","Japan",0.139582469,"Ques__Fossil_moreorless"
"Refused","Jordan",3.72164554,"Ques__Fossil_moreorless"
"Refused","Kenya",4.44227174,"Ques__Fossil_moreorless"
"Refused","Kosovo",4.144416276,"Ques__Fossil_moreorless"
"Refused","Kuwait",5.911680904,"Ques__Fossil_moreorless"
"Refused","Lao.People.s.Democratic.Republic",8.994131811,"Ques__Fossil_moreorless"
"Refused","Lebanon",3.962988402,"Ques__Fossil_moreorless"
"Refused","Libya",6.250544417,"Ques__Fossil_moreorless"
"Refused","Lithuania",2.134552818,"Ques__Fossil_moreorless"
"Refused","Malawi",3.495633755,"Ques__Fossil_moreorless"
"Refused","Malaysia",2.524661178,"Ques__Fossil_moreorless"
"Refused","Mexico",2.146491413,"Ques__Fossil_moreorless"
"Refused","Morocco",7.677067757,"Ques__Fossil_moreorless"
"Refused","Mozambique",6.008179806,"Ques__Fossil_moreorless"
"Refused","Nepal",4.982586678,"Ques__Fossil_moreorless"
"Refused","Netherlands",0.623528323,"Ques__Fossil_moreorless"
"Refused","New.Zealand",1.716726106,"Ques__Fossil_moreorless"
"Refused","Nicaragua",9.509390929,"Ques__Fossil_moreorless"
"Refused","Nigeria",4.035942206,"Ques__Fossil_moreorless"
"Refused","North.MAcedonia",2.694889509,"Ques__Fossil_moreorless"
"Refused","Norway",0.570243923,"Ques__Fossil_moreorless"
"Refused","Oman",1.901664335,"Ques__Fossil_moreorless"
"Refused","Pakistan",7.038782079,"Ques__Fossil_moreorless"
"Refused","Panama",3.545294123,"Ques__Fossil_moreorless"
"Refused","Paraguay",6.850945128,"Ques__Fossil_moreorless"
"Refused","Peru",3.303865101,"Ques__Fossil_moreorless"
"Refused","Philippines",4.409677609,"Ques__Fossil_moreorless"
"Refused","Poland",1.957413296,"Ques__Fossil_moreorless"
"Refused","Portugal",3.1228275,"Ques__Fossil_moreorless"
"Refused","Puerto.Rico",3.108997782,"Ques__Fossil_moreorless"
"Refused","Qatar",3.449992155,"Ques__Fossil_moreorless"
"Refused","Romania",3.707699264,"Ques__Fossil_moreorless"
"Refused","Saudi.Arabia",5.370794285,"Ques__Fossil_moreorless"
"Refused","Senegal",9.876410348,"Ques__Fossil_moreorless"
"Refused","Serbia",3.243682093,"Ques__Fossil_moreorless"
"Refused","Singapore",3.943546843,"Ques__Fossil_moreorless"
"Refused","Slovakia",1.101148704,"Ques__Fossil_moreorless"
"Refused","South.Africa",4.692678549,"Ques__Fossil_moreorless"
"Refused","South.Korea",0.58068601,"Ques__Fossil_moreorless"
"Refused","Spain",2.329540262,"Ques__Fossil_moreorless"
"Refused","Sri.Lanka",3.317627902,"Ques__Fossil_moreorless"
"Refused","Sub.Saharan.Africa",8.30926825,"Ques__Fossil_moreorless"
"Refused","Sweden",0.971533999,"Ques__Fossil_moreorless"
"Refused","Switzerland",0.690472259,"Ques__Fossil_moreorless"
"Refused","Taiwan",1.823655495,"Ques__Fossil_moreorless"
"Refused","Tanzania",10.27688343,"Ques__Fossil_moreorless"
"Refused","Thailand",1.602927808,"Ques__Fossil_moreorless"
"Refused","Trinidad.and.Tobago",2.941527987,"Ques__Fossil_moreorless"
"Refused","Tunisia",4.177659217,"Ques__Fossil_moreorless"
"Refused","Turkey",2.475106167,"Ques__Fossil_moreorless"
"Refused","United.Arab.Emirates",3.216260603,"Ques__Fossil_moreorless"
"Refused","United.Kingdom",1.035199584,"Ques__Fossil_moreorless"
"Refused","United.States",1.262023526,"Ques__Fossil_moreorless"
"Refused","Uruguay",3.42843875,"Ques__Fossil_moreorless"
"Refused","Uzbekistan",4.25334522,"Ques__Fossil_moreorless"
"Refused","Vietnam",3.793156378,"Ques__Fossil_moreorless"
"Refused","Yemen",7.965800388,"Ques__Fossil_moreorless"
"Refused","Zambia",6.420477994,"Ques__Fossil_moreorless"
"(Unweighted Base)","Albania",329,"Ques__Fossil_moreorless"
"(Unweighted Base)","Algeria",1066,"Ques__Fossil_moreorless"
"(Unweighted Base)","Angola",727,"Ques__Fossil_moreorless"
"(Unweighted Base)","Argentina",1257,"Ques__Fossil_moreorless"
"(Unweighted Base)","Armenia",306,"Ques__Fossil_moreorless"
"(Unweighted Base)","Asian...Pacific.Islands",1916,"Ques__Fossil_moreorless"
"(Unweighted Base)","Australia",1012,"Ques__Fossil_moreorless"
"(Unweighted Base)","Austria",1120,"Ques__Fossil_moreorless"
"(Unweighted Base)","Azerbaijan",541,"Ques__Fossil_moreorless"
"(Unweighted Base)","Bangladesh",910,"Ques__Fossil_moreorless"
"(Unweighted Base)","Belgium",1201,"Ques__Fossil_moreorless"
"(Unweighted Base)","Benin",665,"Ques__Fossil_moreorless"
"(Unweighted Base)","Bolivia..Plurinational.State.of.",1070,"Ques__Fossil_moreorless"
"(Unweighted Base)","Bosnia.and.Herzegovina",291,"Ques__Fossil_moreorless"
"(Unweighted Base)","Botswana",690,"Ques__Fossil_moreorless"
"(Unweighted Base)","Brazil",1048,"Ques__Fossil_moreorless"
"(Unweighted Base)","Bulgaria",1012,"Ques__Fossil_moreorless"
"(Unweighted Base)","Burkina.Faso",581,"Ques__Fossil_moreorless"
"(Unweighted Base)","Cambodia",445,"Ques__Fossil_moreorless"
"(Unweighted Base)","Cameroon",606,"Ques__Fossil_moreorless"
"(Unweighted Base)","Canada",1026,"Ques__Fossil_moreorless"
"(Unweighted Base)","Caribbean",811,"Ques__Fossil_moreorless"
"(Unweighted Base)","Chile",1094,"Ques__Fossil_moreorless"
"(Unweighted Base)","Colombia",1082,"Ques__Fossil_moreorless"
"(Unweighted Base)","Congo..Democratic.Republic.of.the.",587,"Ques__Fossil_moreorless"
"(Unweighted Base)","Costa.Rica",1012,"Ques__Fossil_moreorless"
"(Unweighted Base)","Cote.d.Ivoire",646,"Ques__Fossil_moreorless"
"(Unweighted Base)","Croatia",635,"Ques__Fossil_moreorless"
"(Unweighted Base)","Cyprus",494,"Ques__Fossil_moreorless"
"(Unweighted Base)","Czechia",1049,"Ques__Fossil_moreorless"
"(Unweighted Base)","Denmark",1101,"Ques__Fossil_moreorless"
"(Unweighted Base)","Dominican.Republic",884,"Ques__Fossil_moreorless"
"(Unweighted Base)","Ecuador",1017,"Ques__Fossil_moreorless"
"(Unweighted Base)","Egypt",1206,"Ques__Fossil_moreorless"
"(Unweighted Base)","El.Salvador",817,"Ques__Fossil_moreorless"
"(Unweighted Base)","Finland",683,"Ques__Fossil_moreorless"
"(Unweighted Base)","France",2536,"Ques__Fossil_moreorless"
"(Unweighted Base)","Germany",3732,"Ques__Fossil_moreorless"
"(Unweighted Base)","Ghana",563,"Ques__Fossil_moreorless"
"(Unweighted Base)","Greece",1051,"Ques__Fossil_moreorless"
"(Unweighted Base)","Guatemala",1031,"Ques__Fossil_moreorless"
"(Unweighted Base)","Haiti",543,"Ques__Fossil_moreorless"
"(Unweighted Base)","Honduras",1012,"Ques__Fossil_moreorless"
"(Unweighted Base)","Hong.Kong",417,"Ques__Fossil_moreorless"
"(Unweighted Base)","Hungary",1280,"Ques__Fossil_moreorless"
"(Unweighted Base)","India",2574,"Ques__Fossil_moreorless"
"(Unweighted Base)","Indonesia",1178,"Ques__Fossil_moreorless"
"(Unweighted Base)","Iraq",1403,"Ques__Fossil_moreorless"
"(Unweighted Base)","Ireland",977,"Ques__Fossil_moreorless"
"(Unweighted Base)","Israel",914,"Ques__Fossil_moreorless"
"(Unweighted Base)","Italy",1279,"Ques__Fossil_moreorless"
"(Unweighted Base)","Jamaica",375,"Ques__Fossil_moreorless"
"(Unweighted Base)","Japan",1174,"Ques__Fossil_moreorless"
"(Unweighted Base)","Jordan",1315,"Ques__Fossil_moreorless"
"(Unweighted Base)","Kenya",1423,"Ques__Fossil_moreorless"
"(Unweighted Base)","Kosovo",295,"Ques__Fossil_moreorless"
"(Unweighted Base)","Kuwait",568,"Ques__Fossil_moreorless"
"(Unweighted Base)","Lao.People.s.Democratic.Republic",323,"Ques__Fossil_moreorless"
"(Unweighted Base)","Lebanon",653,"Ques__Fossil_moreorless"
"(Unweighted Base)","Libya",763,"Ques__Fossil_moreorless"
"(Unweighted Base)","Lithuania",1162,"Ques__Fossil_moreorless"
"(Unweighted Base)","Malawi",874,"Ques__Fossil_moreorless"
"(Unweighted Base)","Malaysia",1153,"Ques__Fossil_moreorless"
"(Unweighted Base)","Mexico",1218,"Ques__Fossil_moreorless"
"(Unweighted Base)","Morocco",788,"Ques__Fossil_moreorless"
"(Unweighted Base)","Mozambique",756,"Ques__Fossil_moreorless"
"(Unweighted Base)","Nepal",896,"Ques__Fossil_moreorless"
"(Unweighted Base)","Netherlands",978,"Ques__Fossil_moreorless"
"(Unweighted Base)","New.Zealand",971,"Ques__Fossil_moreorless"
"(Unweighted Base)","Nicaragua",519,"Ques__Fossil_moreorless"
"(Unweighted Base)","Nigeria",1382,"Ques__Fossil_moreorless"
"(Unweighted Base)","North.MAcedonia",464,"Ques__Fossil_moreorless"
"(Unweighted Base)","Norway",1004,"Ques__Fossil_moreorless"
"(Unweighted Base)","Oman",499,"Ques__Fossil_moreorless"
"(Unweighted Base)","Pakistan",1181,"Ques__Fossil_moreorless"
"(Unweighted Base)","Panama",541,"Ques__Fossil_moreorless"
"(Unweighted Base)","Paraguay",550,"Ques__Fossil_moreorless"
"(Unweighted Base)","Peru",952,"Ques__Fossil_moreorless"
"(Unweighted Base)","Philippines",1249,"Ques__Fossil_moreorless"
"(Unweighted Base)","Poland",1069,"Ques__Fossil_moreorless"
"(Unweighted Base)","Portugal",1029,"Ques__Fossil_moreorless"
"(Unweighted Base)","Puerto.Rico",573,"Ques__Fossil_moreorless"
"(Unweighted Base)","Qatar",498,"Ques__Fossil_moreorless"
"(Unweighted Base)","Romania",907,"Ques__Fossil_moreorless"
"(Unweighted Base)","Saudi.Arabia",1252,"Ques__Fossil_moreorless"
"(Unweighted Base)","Senegal",502,"Ques__Fossil_moreorless"
"(Unweighted Base)","Serbia",949,"Ques__Fossil_moreorless"
"(Unweighted Base)","Singapore",369,"Ques__Fossil_moreorless"
"(Unweighted Base)","Slovakia",985,"Ques__Fossil_moreorless"
"(Unweighted Base)","South.Africa",1369,"Ques__Fossil_moreorless"
"(Unweighted Base)","South.Korea",921,"Ques__Fossil_moreorless"
"(Unweighted Base)","Spain",1163,"Ques__Fossil_moreorless"
"(Unweighted Base)","Sri.Lanka",632,"Ques__Fossil_moreorless"
"(Unweighted Base)","Sub.Saharan.Africa",3395,"Ques__Fossil_moreorless"
"(Unweighted Base)","Sweden",1338,"Ques__Fossil_moreorless"
"(Unweighted Base)","Switzerland",990,"Ques__Fossil_moreorless"
"(Unweighted Base)","Taiwan",1207,"Ques__Fossil_moreorless"
"(Unweighted Base)","Tanzania",505,"Ques__Fossil_moreorless"
"(Unweighted Base)","Thailand",1220,"Ques__Fossil_moreorless"
"(Unweighted Base)","Trinidad.and.Tobago",518,"Ques__Fossil_moreorless"
"(Unweighted Base)","Tunisia",992,"Ques__Fossil_moreorless"
"(Unweighted Base)","Turkey",1158,"Ques__Fossil_moreorless"
"(Unweighted Base)","United.Arab.Emirates",1096,"Ques__Fossil_moreorless"
"(Unweighted Base)","United.Kingdom",1951,"Ques__Fossil_moreorless"
"(Unweighted Base)","United.States",3096,"Ques__Fossil_moreorless"
"(Unweighted Base)","Uruguay",580,"Ques__Fossil_moreorless"
"(Unweighted Base)","Uzbekistan",710,"Ques__Fossil_moreorless"
"(Unweighted Base)","Vietnam",1096,"Ques__Fossil_moreorless"
"(Unweighted Base)","Yemen",731,"Ques__Fossil_moreorless"
"(Unweighted Base)","Zambia",692,"Ques__Fossil_moreorless"
