"country","year","emissions"
"Solomon Islands","X2004",5.09
"Solomon Islands","X2005",5.05
"Solomon Islands","X2006",4.95
"Solomon Islands","X2007",4.86
"Solomon Islands","X2008",4.75
"Solomon Islands","X2009",4.68
"Solomon Islands","X2010",4.6
"Solomon Islands","X2011",-31.5
"Solomon Islands","X2012",-30.65
"Solomon Islands","X2013",-29.74
"Solomon Islands","X2014",-28.99
"Solomon Islands","X2015",-28.25
"Solomon Islands","X2016",74.7
"Solomon Islands","X2017",72.79
"Solomon Islands","X2018",70.96
"Solomon Islands","X2019",69.21
"Somalia","X1990",5.8
"Somalia","X1991",5.36
"Somalia","X1992",5.08
"Somalia","X1993",5.34
"Somalia","X1994",5.56
"Somalia","X1995",5.56
"Somalia","X1996",5.48
"Somalia","X1997",5.35
"Somalia","X1998",5.14
"Somalia","X1999",4.95
"Somalia","X2000",4.8
"Somalia","X2001",4.69
"Somalia","X2002",4.58
"Somalia","X2003",4.45
"Somalia","X2004",4.35
"Somalia","X2005",4.26
"Somalia","X2006",4.01
"Somalia","X2007",3.8
"Somalia","X2008",3.7
"Somalia","X2009",3.6
"Somalia","X2010",3.52
"Somalia","X2011",3.43
"Somalia","X2012",3.37
"Somalia","X2013",3.29
"Somalia","X2014",3.21
"Somalia","X2015",3.13
"Somalia","X2016",3.03
"Somalia","X2017",2.94
"Somalia","X2018",2.85
"Somalia","X2019",2.75
"South Africa","X1990",9.2
"South Africa","X1991",8.87
"South Africa","X1992",8.55
"South Africa","X1993",8.61
"South Africa","X1994",8.58
"South Africa","X1995",8.71
"South Africa","X1996",8.82
"South Africa","X1997",9.05
"South Africa","X1998",9.1
"South Africa","X1999",8.51
"South Africa","X2000",8.47
"South Africa","X2001",9.09
"South Africa","X2002",9.31
"South Africa","X2003",9.71
"South Africa","X2004",10.19
"South Africa","X2005",10.07
"South Africa","X2006",10
"South Africa","X2007",10.3
"South Africa","X2008",10.83
"South Africa","X2009",10.26
"South Africa","X2010",10.56
"South Africa","X2011",10.09
"South Africa","X2012",10.32
"South Africa","X2013",10.33
"South Africa","X2014",10.4
"South Africa","X2015",9.79
"South Africa","X2016",9.66
"South Africa","X2017",9.78
"South Africa","X2018",9.63
"South Africa","X2019",9.6
"South Korea","X1990",5.56
"South Korea","X1991",6.16
"South Korea","X1992",6.67
"South Korea","X1993",7.32
"South Korea","X1994",7.88
"South Korea","X1995",8.53
"South Korea","X1996",9.07
"South Korea","X1997",9.55
"South Korea","X1998",8.07
"South Korea","X1999",8.83
"South Korea","X2000",9.99
"South Korea","X2001",9.89
"South Korea","X2002",9.68
"South Korea","X2003",9.79
"South Korea","X2004",10.25
"South Korea","X2005",10.13
"South Korea","X2006",10.25
"South Korea","X2007",10.4
"South Korea","X2008",10.59
"South Korea","X2009",10.82
"South Korea","X2010",11.81
"South Korea","X2011",12.4
"South Korea","X2012",12.4
"South Korea","X2013",12.35
"South Korea","X2014",12.07
"South Korea","X2015",12.42
"South Korea","X2016",12.67
"South Korea","X2017",12.9
"South Korea","X2018",12.98
"South Korea","X2019",12.61
"South Sudan","X1990",6.75
"South Sudan","X1991",7
"South Sudan","X1992",7.61
"South Sudan","X1993",8.16
"South Sudan","X1994",8.67
"South Sudan","X1995",8.81
"South Sudan","X1996",9.44
"South Sudan","X1997",10.02
"South Sudan","X1998",10.51
"South Sudan","X1999",10.6
"South Sudan","X2000",10.53
"South Sudan","X2001",9.36
"South Sudan","X2002",9.61
"South Sudan","X2003",9.68
"South Sudan","X2004",9.65
"South Sudan","X2005",9.68
"South Sudan","X2006",9.1
"South Sudan","X2007",9.13
"South Sudan","X2008",8.81
"South Sudan","X2009",8.65
"South Sudan","X2010",8.23
"South Sudan","X2011",7.59
"South Sudan","X2012",5.91
"South Sudan","X2013",5.86
"South Sudan","X2014",5.93
"South Sudan","X2015",5.89
"South Sudan","X2016",6.16
"South Sudan","X2017",5.89
"South Sudan","X2018",6.12
"South Sudan","X2019",5.45
"Spain","X1990",5.99
"Spain","X1991",6.14
"Spain","X1992",6.36
"Spain","X1993",5.95
"Spain","X1994",6.25
"Spain","X1995",6.56
"Spain","X1996",6.37
"Spain","X1997",6.88
"Spain","X1998",7.09
"Spain","X1999",7.67
"Spain","X2000",8.06
"Spain","X2001",8.53
"Spain","X2002",8.82
"Spain","X2003",8.87
"Spain","X2004",9.1
"Spain","X2005",9.28
"Spain","X2006",8.99
"Spain","X2007",9.18
"Spain","X2008",8.31
"Spain","X2009",7.45
"Spain","X2010",7.09
"Spain","X2011",7.29
"Spain","X2012",7.15
"Spain","X2013",6.61
"Spain","X2014",6.6
"Spain","X2015",6.83
"Spain","X2016",6.49
"Spain","X2017",6.83
"Spain","X2018",6.65
"Spain","X2019",6.22
"Sri Lanka","X1990",1.65
"Sri Lanka","X1991",1.62
"Sri Lanka","X1992",1.7
"Sri Lanka","X1993",1.7
"Sri Lanka","X1994",1.73
"Sri Lanka","X1995",1.72
"Sri Lanka","X1996",1.7
"Sri Lanka","X1997",1.59
"Sri Lanka","X1998",1.44
"Sri Lanka","X1999",1.4
"Sri Lanka","X2000",1.36
"Sri Lanka","X2001",1.22
"Sri Lanka","X2002",1.26
"Sri Lanka","X2003",1.31
"Sri Lanka","X2004",1.3
"Sri Lanka","X2005",1.39
"Sri Lanka","X2006",1.3
"Sri Lanka","X2007",1.34
"Sri Lanka","X2008",1.34
"Sri Lanka","X2009",1.29
"Sri Lanka","X2010",1.34
"Sri Lanka","X2011",1.38
"Sri Lanka","X2012",1.46
"Sri Lanka","X2013",1.32
"Sri Lanka","X2014",1.44
"Sri Lanka","X2015",1.62
"Sri Lanka","X2016",1.69
"Sri Lanka","X2017",1.7
"Sri Lanka","X2018",1.64
"Sri Lanka","X2019",1.74
"Sudan","X1990",3.51
"Sudan","X1991",3.42
"Sudan","X1992",3.46
"Sudan","X1993",3.42
"Sudan","X1994",3.5
"Sudan","X1995",3.44
"Sudan","X1996",3.54
"Sudan","X1997",3.77
"Sudan","X1998",3.96
"Sudan","X1999",4.03
"Sudan","X2000",3.94
"Sudan","X2001",3.42
"Sudan","X2002",3.51
"Sudan","X2003",3.5
"Sudan","X2004",3.51
"Sudan","X2005",3.59
"Sudan","X2006",3.49
"Sudan","X2007",3.58
"Sudan","X2008",3.51
"Sudan","X2009",3.49
"Sudan","X2010",3.35
"Sudan","X2011",3.36
"Sudan","X2012",3.31
"Sudan","X2013",3.24
"Sudan","X2014",3.19
"Sudan","X2015",3.2
"Sudan","X2016",3.19
"Sudan","X2017",3.1
"Sudan","X2018",3.04
"Sudan","X2019",2.97
"Suriname","X1990",15.09
"Suriname","X1991",15.67
"Suriname","X1992",15.63
"Suriname","X1993",15.24
"Suriname","X1994",15.07
"Suriname","X1995",15.11
"Suriname","X1996",15.14
"Suriname","X1997",14.9
"Suriname","X1998",14.86
"Suriname","X1999",14.8
"Suriname","X2000",13.13
"Suriname","X2001",13.85
"Suriname","X2002",12.58
"Suriname","X2003",12.9
"Suriname","X2004",13.45
"Suriname","X2005",13.66
"Suriname","X2006",13.4
"Suriname","X2007",13.03
"Suriname","X2008",13.24
"Suriname","X2009",13.35
"Suriname","X2010",13.83
"Suriname","X2011",22.16
"Suriname","X2012",22.8
"Suriname","X2013",22.27
"Suriname","X2014",22.78
"Suriname","X2015",22.73
"Suriname","X2016",24.92
"Suriname","X2017",23.88
"Suriname","X2018",23.03
"Suriname","X2019",23.79
"Sweden","X1990",8.24
"Sweden","X1991",8.25
"Sweden","X1992",8.5
"Sweden","X1993",8.45
"Sweden","X1994",8.6
"Sweden","X1995",8.51
"Sweden","X1996",9.13
"Sweden","X1997",8.42
"Sweden","X1998",8.51
"Sweden","X1999",8.35
"Sweden","X2000",7.89
"Sweden","X2001",6.21
"Sweden","X2002",6.35
"Sweden","X2003",6.44
"Sweden","X2004",6.26
"Sweden","X2005",5.83
"Sweden","X2006",5.63
"Sweden","X2007",5.37
"Sweden","X2008",5.2
"Sweden","X2009",4.74
"Sweden","X2010",5.3
"Sweden","X2011",3.66
"Sweden","X2012",3.34
"Sweden","X2013",3.13
"Sweden","X2014",2.96
"Sweden","X2015",2.92
"Sweden","X2016",3.4
"Sweden","X2017",3.32
"Sweden","X2018",3.03
"Sweden","X2019",2.91
"Switzerland","X1990",7.64
"Switzerland","X1991",7.87
"Switzerland","X1992",7.78
"Switzerland","X1993",7.37
"Switzerland","X1994",7.18
"Switzerland","X1995",7.27
"Switzerland","X1996",7.32
"Switzerland","X1997",7.1
"Switzerland","X1998",7.3
"Switzerland","X1999",7.28
"Switzerland","X2000",7.14
"Switzerland","X2001",7.19
"Switzerland","X2002",6.91
"Switzerland","X2003",7.03
"Switzerland","X2004",7.05
"Switzerland","X2005",7.1
"Switzerland","X2006",7.02
"Switzerland","X2007",6.7
"Switzerland","X2008",6.83
"Switzerland","X2009",6.56
"Switzerland","X2010",6.69
"Switzerland","X2011",6.12
"Switzerland","X2012",6.21
"Switzerland","X2013",6.27
"Switzerland","X2014",5.73
"Switzerland","X2015",5.57
"Switzerland","X2016",5.57
"Switzerland","X2017",5.4
"Switzerland","X2018",5.21
"Switzerland","X2019",5.16
"Syria","X1990",5.17
"Syria","X1991",5.66
"Syria","X1992",5.78
"Syria","X1993",5.82
"Syria","X1994",5.9
"Syria","X1995",5.99
"Syria","X1996",5.99
"Syria","X1997",5.88
"Syria","X1998",5.97
"Syria","X1999",5.78
"Syria","X2000",5.64
"Syria","X2001",5.48
"Syria","X2002",5.45
"Syria","X2003",5.36
"Syria","X2004",4.97
"Syria","X2005",5.39
"Syria","X2006",5.33
"Syria","X2007",5.26
"Syria","X2008",5.09
"Syria","X2009",4.79
"Syria","X2010",4.81
"Syria","X2011",4.58
"Syria","X2012",3.78
"Syria","X2013",2.76
"Syria","X2014",2.58
"Syria","X2015",2.57
"Syria","X2016",2.72
"Syria","X2017",3.01
"Syria","X2018",2.85
"Syria","X2019",2.84
"Tajikistan","X1990",3.39
"Tajikistan","X1991",3.15
"Tajikistan","X1992",2.54
"Tajikistan","X1993",1.99
"Tajikistan","X1994",1.52
"Tajikistan","X1995",1.39
"Tajikistan","X1996",1.26
"Tajikistan","X1997",1.28
"Tajikistan","X1998",1.25
"Tajikistan","X1999",1.15
"Tajikistan","X2000",1.07
"Tajikistan","X2001",0.99
"Tajikistan","X2002",0.98
"Tajikistan","X2003",0.99
"Tajikistan","X2004",1.05
"Tajikistan","X2005",1.04
"Tajikistan","X2006",1.09
"Tajikistan","X2007",1.17
"Tajikistan","X2008",1.2
"Tajikistan","X2009",1.13
"Tajikistan","X2010",1.12
"Tajikistan","X2011",1.13
"Tajikistan","X2012",1.2
"Tajikistan","X2013",1.23
"Tajikistan","X2014",1.38
"Tajikistan","X2015",1.42
"Tajikistan","X2016",1.58
"Tajikistan","X2017",1.7
"Tajikistan","X2018",1.81
"Tajikistan","X2019",1.86
"Tanzania","X1990",3.9
"Tanzania","X1991",3.78
"Tanzania","X1992",3.66
"Tanzania","X1993",3.56
"Tanzania","X1994",3.47
"Tanzania","X1995",3.51
"Tanzania","X1996",3.2
"Tanzania","X1997",3.11
"Tanzania","X1998",3.17
"Tanzania","X1999",3.1
"Tanzania","X2000",2.95
"Tanzania","X2001",3.01
"Tanzania","X2002",3.09
"Tanzania","X2003",3.23
"Tanzania","X2004",3.12
"Tanzania","X2005",3.19
"Tanzania","X2006",2.97
"Tanzania","X2007",2.93
"Tanzania","X2008",2.92
"Tanzania","X2009",2.88
"Tanzania","X2010",2.87
"Tanzania","X2011",2.83
"Tanzania","X2012",2.84
"Tanzania","X2013",2.8
"Tanzania","X2014",2.73
"Tanzania","X2015",2.77
"Tanzania","X2016",2.9
"Tanzania","X2017",2.79
"Tanzania","X2018",2.7
"Tanzania","X2019",2.67
"Thailand","X1990",3.06
"Thailand","X1991",3.23
"Thailand","X1992",3.4
"Thailand","X1993",3.65
"Thailand","X1994",3.87
"Thailand","X1995",4.14
"Thailand","X1996",4.43
"Thailand","X1997",4.49
"Thailand","X1998",4.12
"Thailand","X1999",4.23
"Thailand","X2000",4.19
"Thailand","X2001",3.6
"Thailand","X2002",3.76
"Thailand","X2003",3.93
"Thailand","X2004",4.25
"Thailand","X2005",4.31
"Thailand","X2006",4.33
"Thailand","X2007",4.52
"Thailand","X2008",4.53
"Thailand","X2009",4.48
"Thailand","X2010",4.76
"Thailand","X2011",5.24
"Thailand","X2012",5.55
"Thailand","X2013",5.69
"Thailand","X2014",5.61
"Thailand","X2015",5.64
"Thailand","X2016",5.96
"Thailand","X2017",6.04
"Thailand","X2018",6.07
"Thailand","X2019",6.28
"Timor-Leste","X1990",1.24
"Timor-Leste","X1991",1.3
"Timor-Leste","X1992",1.26
"Timor-Leste","X1993",1.26
"Timor-Leste","X1994",1.33
"Timor-Leste","X1995",1.32
"Timor-Leste","X1996",1.33
"Timor-Leste","X1997",1.33
"Timor-Leste","X1998",1.34
"Timor-Leste","X1999",1.21
"Timor-Leste","X2000",1.27
"Timor-Leste","X2001",2.42
"Timor-Leste","X2002",3.52
"Timor-Leste","X2003",4.32
"Timor-Leste","X2004",5.03
"Timor-Leste","X2005",5.9
"Timor-Leste","X2006",6.12
"Timor-Leste","X2007",6.28
"Timor-Leste","X2008",6.52
"Timor-Leste","X2009",6.7
"Timor-Leste","X2010",6.86
"Timor-Leste","X2011",6.64
"Timor-Leste","X2012",6.51
"Timor-Leste","X2013",6.37
"Timor-Leste","X2014",6.24
"Timor-Leste","X2015",6.07
"Timor-Leste","X2016",5.83
"Timor-Leste","X2017",5.48
"Timor-Leste","X2018",5.18
"Timor-Leste","X2019",4.93
"Togo","X1990",1.66
"Togo","X1991",1.58
"Togo","X1992",1.47
"Togo","X1993",1.41
"Togo","X1994",1.44
"Togo","X1995",1.4
"Togo","X1996",1.49
"Togo","X1997",1.39
"Togo","X1998",1.56
"Togo","X1999",1.59
"Togo","X2000",1.45
"Togo","X2001",1
"Togo","X2002",1.06
"Togo","X2003",1.15
"Togo","X2004",1.07
"Togo","X2005",1.2
"Togo","X2006",1.07
"Togo","X2007",0.99
"Togo","X2008",1.02
"Togo","X2009",1.23
"Togo","X2010",1.17
"Togo","X2011",1.21
"Togo","X2012",1.11
"Togo","X2013",1.07
"Togo","X2014",1
"Togo","X2015",1.08
"Togo","X2016",1.09
"Togo","X2017",1.05
"Togo","X2018",1.07
"Togo","X2019",1.08
"Tonga","X1990",2.63
"Tonga","X1991",2.76
"Tonga","X1992",2.62
"Tonga","X1993",2.71
"Tonga","X1994",2.75
"Tonga","X1995",2.7
"Tonga","X1996",2.44
"Tonga","X1997",2.5
"Tonga","X1998",2.43
"Tonga","X1999",2.56
"Tonga","X2000",2.4
"Tonga","X2001",2.31
"Tonga","X2002",2.37
"Tonga","X2003",2.58
"Tonga","X2004",2.6
"Tonga","X2005",2.67
"Tonga","X2006",2.8
"Tonga","X2007",2.58
"Tonga","X2008",2.56
"Tonga","X2009",2.65
"Tonga","X2010",2.45
"Tonga","X2011",2.37
"Tonga","X2012",2.43
"Tonga","X2013",2.52
"Tonga","X2014",2.54
"Tonga","X2015",2.57
"Tonga","X2016",2.93
"Tonga","X2017",3.24
"Tonga","X2018",3
"Tonga","X2019",2.98
"Trinidad and Tobago","X1990",16.52
"Trinidad and Tobago","X1991",16.35
"Trinidad and Tobago","X1992",16.19
"Trinidad and Tobago","X1993",12.77
"Trinidad and Tobago","X1994",9.97
"Trinidad and Tobago","X1995",9.63
"Trinidad and Tobago","X1996",10.45
"Trinidad and Tobago","X1997",10.81
"Trinidad and Tobago","X1998",11.13
"Trinidad and Tobago","X1999",11.44
"Trinidad and Tobago","X2000",12.06
"Trinidad and Tobago","X2001",13.43
"Trinidad and Tobago","X2002",14.67
"Trinidad and Tobago","X2003",17.55
"Trinidad and Tobago","X2004",18.27
"Trinidad and Tobago","X2005",19.78
"Trinidad and Tobago","X2006",22.41
"Trinidad and Tobago","X2007",22.89
"Trinidad and Tobago","X2008",22.53
"Trinidad and Tobago","X2009",21.8
"Trinidad and Tobago","X2010",23.78
"Trinidad and Tobago","X2011",24.38
"Trinidad and Tobago","X2012",23.89
"Trinidad and Tobago","X2013",24.46
"Trinidad and Tobago","X2014",24.33
"Trinidad and Tobago","X2015",23.52
"Trinidad and Tobago","X2016",20.8
"Trinidad and Tobago","X2017",20.86
"Trinidad and Tobago","X2018",20.73
"Trinidad and Tobago","X2019",20.41
"Tunisia","X1990",2.47
"Tunisia","X1991",2.52
"Tunisia","X1992",2.62
"Tunisia","X1993",2.59
"Tunisia","X1994",2.51
"Tunisia","X1995",2.52
"Tunisia","X1996",2.63
"Tunisia","X1997",2.66
"Tunisia","X1998",2.77
"Tunisia","X1999",2.89
"Tunisia","X2000",3
"Tunisia","X2001",3.03
"Tunisia","X2002",3.02
"Tunisia","X2003",2.98
"Tunisia","X2004",3.08
"Tunisia","X2005",3.12
"Tunisia","X2006",3.21
"Tunisia","X2007",3.3
"Tunisia","X2008",3.32
"Tunisia","X2009",3.32
"Tunisia","X2010",3.51
"Tunisia","X2011",3.86
"Tunisia","X2012",3.98
"Tunisia","X2013",3.92
"Tunisia","X2014",4.1
"Tunisia","X2015",4.08
"Tunisia","X2016",3.29
"Tunisia","X2017",3.28
"Tunisia","X2018",3.25
"Tunisia","X2019",3.23
"Turkey","X1990",3.5
"Turkey","X1991",3.48
"Turkey","X1992",3.56
"Turkey","X1993",3.61
"Turkey","X1994",3.47
"Turkey","X1995",3.67
"Turkey","X1996",3.91
"Turkey","X1997",3.99
"Turkey","X1998",3.95
"Turkey","X1999",3.89
"Turkey","X2000",4.21
"Turkey","X2001",3.4
"Turkey","X2002",3.51
"Turkey","X2003",3.63
"Turkey","X2004",3.67
"Turkey","X2005",3.81
"Turkey","X2006",4.18
"Turkey","X2007",4.56
"Turkey","X2008",4.47
"Turkey","X2009",4.45
"Turkey","X2010",4.53
"Turkey","X2011",4.54
"Turkey","X2012",4.67
"Turkey","X2013",4.48
"Turkey","X2014",4.73
"Turkey","X2015",4.74
"Turkey","X2016",5.39
"Turkey","X2017",5.82
"Turkey","X2018",5.72
"Turkey","X2019",5.51
"Turkmenistan","X1990",30.24
"Turkmenistan","X1991",27.27
"Turkmenistan","X1992",18.69
"Turkmenistan","X1993",19.86
"Turkmenistan","X1994",17.61
"Turkmenistan","X1995",17.41
"Turkmenistan","X1996",16.2
"Turkmenistan","X1997",13.7
"Turkmenistan","X1998",13.8
"Turkmenistan","X1999",16.72
"Turkmenistan","X2000",19.65
"Turkmenistan","X2001",19.61
"Turkmenistan","X2002",20.36
"Turkmenistan","X2003",22.74
"Turkmenistan","X2004",23.95
"Turkmenistan","X2005",24.31
"Turkmenistan","X2006",24.4
"Turkmenistan","X2007",25.95
"Turkmenistan","X2008",26.69
"Turkmenistan","X2009",20.94
"Turkmenistan","X2010",22.92
"Turkmenistan","X2011",26.42
"Turkmenistan","X2012",27.42
"Turkmenistan","X2013",28.17
"Turkmenistan","X2014",27.68
"Turkmenistan","X2015",27.87
"Turkmenistan","X2016",27.01
"Turkmenistan","X2017",26.49
"Turkmenistan","X2018",26.49
"Turkmenistan","X2019",26.48
"Tuvalu","X1990",1.88
"Tuvalu","X1991",1.97
"Tuvalu","X1992",2.03
"Tuvalu","X1993",2.02
"Tuvalu","X1994",2.1
"Tuvalu","X1995",2.15
"Tuvalu","X1996",1.94
"Tuvalu","X1997",2.06
"Tuvalu","X1998",2.39
"Tuvalu","X1999",2.05
"Tuvalu","X2000",2.08
"Tuvalu","X2001",2.28
"Tuvalu","X2002",2.2
"Tuvalu","X2003",2.12
"Tuvalu","X2004",2.15
"Tuvalu","X2005",2.19
"Tuvalu","X2006",2.42
"Tuvalu","X2007",2.6
"Tuvalu","X2008",2.14
"Tuvalu","X2009",2.24
"Tuvalu","X2010",2.15
"Tuvalu","X2011",2.17
"Tuvalu","X2012",2.13
"Tuvalu","X2013",2.03
"Tuvalu","X2014",2.14
"Tuvalu","X2015",1.94
"Tuvalu","X2016",2.04
"Tuvalu","X2017",2.16
"Tuvalu","X2018",2.2
"Tuvalu","X2019",2.2
"Uganda","X1990",1.75
"Uganda","X1991",1.73
"Uganda","X1992",1.69
"Uganda","X1993",1.65
"Uganda","X1994",1.58
"Uganda","X1995",1.57
"Uganda","X1996",1.57
"Uganda","X1997",1.6
"Uganda","X1998",1.61
"Uganda","X1999",1.55
"Uganda","X2000",1.5
"Uganda","X2001",1.44
"Uganda","X2002",1.44
"Uganda","X2003",1.47
"Uganda","X2004",1.42
"Uganda","X2005",1.45
"Uganda","X2006",1.36
"Uganda","X2007",1.4
"Uganda","X2008",1.57
"Uganda","X2009",1.55
"Uganda","X2010",1.55
"Uganda","X2011",1.5
"Uganda","X2012",1.5
"Uganda","X2013",1.45
"Uganda","X2014",1.43
"Uganda","X2015",1.44
"Uganda","X2016",1.42
"Uganda","X2017",1.39
"Uganda","X2018",1.37
"Uganda","X2019",1.34
"Ukraine","X1990",14.96
"Ukraine","X1991",14.11
"Ukraine","X1992",12.36
"Ukraine","X1993",10.75
"Ukraine","X1994",9.07
"Ukraine","X1995",8.69
"Ukraine","X1996",7.58
"Ukraine","X1997",7.17
"Ukraine","X1998",6.68
"Ukraine","X1999",6.61
"Ukraine","X2000",6.45
"Ukraine","X2001",7.04
"Ukraine","X2002",7.21
"Ukraine","X2003",7.78
"Ukraine","X2004",7.29
"Ukraine","X2005",7.07
"Ukraine","X2006",7.27
"Ukraine","X2007",7.51
"Ukraine","X2008",7.31
"Ukraine","X2009",6.15
"Ukraine","X2010",6.61
"Ukraine","X2011",7.2
"Ukraine","X2012",7.06
"Ukraine","X2013",6.97
"Ukraine","X2014",6.25
"Ukraine","X2015",5.17
"Ukraine","X2016",5.49
"Ukraine","X2017",4.93
"Ukraine","X2018",5.22
"Ukraine","X2019",4.99
"United Arab Emirates","X1990",40.06
"United Arab Emirates","X1991",41.85
"United Arab Emirates","X1992",38.58
"United Arab Emirates","X1993",38.48
"United Arab Emirates","X1994",40.19
"United Arab Emirates","X1995",40.31
"United Arab Emirates","X1996",40.06
"United Arab Emirates","X1997",39.29
"United Arab Emirates","X1998",38.03
"United Arab Emirates","X1999",36.69
"United Arab Emirates","X2000",34.78
"United Arab Emirates","X2001",37.27
"United Arab Emirates","X2002",36.05
"United Arab Emirates","X2003",35.94
"United Arab Emirates","X2004",34.71
"United Arab Emirates","X2005",32.72
"United Arab Emirates","X2006",29.64
"United Arab Emirates","X2007",27.27
"United Arab Emirates","X2008",27.37
"United Arab Emirates","X2009",24.55
"United Arab Emirates","X2010",23.61
"United Arab Emirates","X2011",23.19
"United Arab Emirates","X2012",24.02
"United Arab Emirates","X2013",25.1
"United Arab Emirates","X2014",25.16
"United Arab Emirates","X2015",26.47
"United Arab Emirates","X2016",27.02
"United Arab Emirates","X2017",26.21
"United Arab Emirates","X2018",23.82
"United Arab Emirates","X2019",24.93
"United Kingdom","X1990",12.82
"United Kingdom","X1991",12.93
"United Kingdom","X1992",12.59
"United Kingdom","X1993",12.24
"United Kingdom","X1994",12.16
"United Kingdom","X1995",11.99
"United Kingdom","X1996",12.33
"United Kingdom","X1997",11.95
"United Kingdom","X1998",11.88
"United Kingdom","X1999",11.43
"United Kingdom","X2000",11.43
"United Kingdom","X2001",11.56
"United Kingdom","X2002",11.2
"United Kingdom","X2003",11.3
"United Kingdom","X2004",11.15
"United Kingdom","X2005",10.98
"United Kingdom","X2006",10.84
"United Kingdom","X2007",10.51
"United Kingdom","X2008",10.09
"United Kingdom","X2009",9.12
"United Kingdom","X2010",9.25
"United Kingdom","X2011",8.52
"United Kingdom","X2012",8.78
"United Kingdom","X2013",8.45
"United Kingdom","X2014",7.78
"United Kingdom","X2015",7.48
"United Kingdom","X2016",7.1
"United Kingdom","X2017",6.82
"United Kingdom","X2018",6.66
"United Kingdom","X2019",6.42
"United States","X1990",21.7
"United States","X1991",21.24
"United States","X1992",21.27
"United States","X1993",21.42
"United States","X1994",21.52
"United States","X1995",21.52
"United States","X1996",21.9
"United States","X1997",22.6
"United States","X1998",22.51
"United States","X1999",22.26
"United States","X2000",22.58
"United States","X2001",22.23
"United States","X2002",21.5
"United States","X2003",21.53
"United States","X2004",21.62
"United States","X2005",21.5
"United States","X2006",20.98
"United States","X2007",21.14
"United States","X2008",20.34
"United States","X2009",18.77
"United States","X2010",19.48
"United States","X2011",18.65
"United States","X2012",17.82
"United States","X2013",18.14
"United States","X2014",18.15
"United States","X2015",17.66
"United States","X2016",17.78
"United States","X2017",17.5
"United States","X2018",18.03
"United States","X2019",17.58
"Uruguay","X1990",4.96
"Uruguay","X1991",5.44
"Uruguay","X1992",5.91
"Uruguay","X1993",6.03
"Uruguay","X1994",5.95
"Uruguay","X1995",5.97
"Uruguay","X1996",6.34
"Uruguay","X1997",6.2
"Uruguay","X1998",6.04
"Uruguay","X1999",6.33
"Uruguay","X2000",5.75
"Uruguay","X2001",6.6
"Uruguay","X2002",6.69
"Uruguay","X2003",6.96
"Uruguay","X2004",7.54
"Uruguay","X2005",7.59
"Uruguay","X2006",8.22
"Uruguay","X2007",7.9
"Uruguay","X2008",8.65
"Uruguay","X2009",8.49
"Uruguay","X2010",7.75
"Uruguay","X2011",9.1
"Uruguay","X2012",9.33
"Uruguay","X2013",9.01
"Uruguay","X2014",8.83
"Uruguay","X2015",8.75
"Uruguay","X2016",10.32
"Uruguay","X2017",10.06
"Uruguay","X2018",9.99
"Uruguay","X2019",9.92
"Uzbekistan","X1990",8.02
"Uzbekistan","X1991",7.91
"Uzbekistan","X1992",7.24
"Uzbekistan","X1993",7.19
"Uzbekistan","X1994",6.88
"Uzbekistan","X1995",6.25
"Uzbekistan","X1996",6.19
"Uzbekistan","X1997",6.24
"Uzbekistan","X1998",6.85
"Uzbekistan","X1999",6.78
"Uzbekistan","X2000",6.99
"Uzbekistan","X2001",6.58
"Uzbekistan","X2002",6.75
"Uzbekistan","X2003",6.35
"Uzbekistan","X2004",6.42
"Uzbekistan","X2005",6.15
"Uzbekistan","X2006",6.48
"Uzbekistan","X2007",6.22
"Uzbekistan","X2008",6.46
"Uzbekistan","X2009",5.89
"Uzbekistan","X2010",6.15
"Uzbekistan","X2011",6.38
"Uzbekistan","X2012",5.77
"Uzbekistan","X2013",5.64
"Uzbekistan","X2014",5.3
"Uzbekistan","X2015",5.05
"Uzbekistan","X2016",5.26
"Uzbekistan","X2017",5.34
"Uzbekistan","X2018",5.48
"Uzbekistan","X2019",5.52
"Vanuatu","X1990",3.3
"Vanuatu","X1991",3.3
"Vanuatu","X1992",3.34
"Vanuatu","X1993",3.42
"Vanuatu","X1994",3.36
"Vanuatu","X1995",3.32
"Vanuatu","X1996",3.36
"Vanuatu","X1997",3.34
"Vanuatu","X1998",3.26
"Vanuatu","X1999",3.26
"Vanuatu","X2000",3.08
"Vanuatu","X2001",2.92
"Vanuatu","X2002",2.81
"Vanuatu","X2003",2.86
"Vanuatu","X2004",2.73
"Vanuatu","X2005",2.75
"Vanuatu","X2006",2.71
"Vanuatu","X2007",3.2
"Vanuatu","X2008",3.11
"Vanuatu","X2009",3.01
"Vanuatu","X2010",3
"Vanuatu","X2011",3.02
"Vanuatu","X2012",2.92
"Vanuatu","X2013",2.83
"Vanuatu","X2014",2.98
"Vanuatu","X2015",2.86
"Vanuatu","X2016",2.93
"Vanuatu","X2017",2.87
"Vanuatu","X2018",2.94
"Vanuatu","X2019",2.9
"Venezuela","X1990",20.22
"Venezuela","X1991",20.25
"Venezuela","X1992",19.91
"Venezuela","X1993",19.9
"Venezuela","X1994",19.64
"Venezuela","X1995",20.16
"Venezuela","X1996",20.74
"Venezuela","X1997",21.07
"Venezuela","X1998",20.97
"Venezuela","X1999",19.78
"Venezuela","X2000",19.98
"Venezuela","X2001",17.42
"Venezuela","X2002",16.93
