"response","Country","Number","question"
"(Unweighted Base)","South.Korea",921,"Ques__happening"
"(Unweighted Base)","Spain",1163,"Ques__happening"
"(Unweighted Base)","Sri.Lanka",632,"Ques__happening"
"(Unweighted Base)","Sub.Saharan.Africa",3395,"Ques__happening"
"(Unweighted Base)","Sweden",1338,"Ques__happening"
"(Unweighted Base)","Switzerland",990,"Ques__happening"
"(Unweighted Base)","Taiwan",1207,"Ques__happening"
"(Unweighted Base)","Tanzania",505,"Ques__happening"
"(Unweighted Base)","Thailand",1220,"Ques__happening"
"(Unweighted Base)","Trinidad.and.Tobago",518,"Ques__happening"
"(Unweighted Base)","Tunisia",992,"Ques__happening"
"(Unweighted Base)","Turkey",1158,"Ques__happening"
"(Unweighted Base)","United.Arab.Emirates",1096,"Ques__happening"
"(Unweighted Base)","United.Kingdom",1951,"Ques__happening"
"(Unweighted Base)","United.States",3096,"Ques__happening"
"(Unweighted Base)","Uruguay",580,"Ques__happening"
"(Unweighted Base)","Uzbekistan",710,"Ques__happening"
"(Unweighted Base)","Vietnam",1096,"Ques__happening"
"(Unweighted Base)","Yemen",731,"Ques__happening"
"(Unweighted Base)","Zambia",692,"Ques__happening"
